date,pm25,pm10,no2,o3,so2,no,co,nh3,hcho,chocho,nmvoc,pans,dust,pm10_sea_salt,pm_wildfire,ec_residential,ec_total,pm25_nh4,pm25_no3,pm25_so4,pm25_om,sia,pm25_lag1,pm25_lag2,pm25_lag3,pm25_lag4,pm25_lag5,pm25_lag6,pm25_lag7,pm10_lag1,pm10_lag2,pm10_lag3,pm10_lag4,pm10_lag5,pm10_lag6,pm10_lag7,no2_lag1,no2_lag2,no2_lag3,no2_lag4,no2_lag5,no2_lag6,no2_lag7,o3_lag1,o3_lag2,o3_lag3,o3_lag4,o3_lag5,o3_lag6,o3_lag7,so2_lag1,so2_lag2,so2_lag3,so2_lag4,so2_lag5,so2_lag6,so2_lag7,no_lag1,no_lag2,no_lag3,no_lag4,no_lag5,no_lag6,no_lag7,co_lag1,co_lag2,co_lag3,co_lag4,co_lag5,co_lag6,co_lag7,nh3_lag1,nh3_lag2,nh3_lag3,nh3_lag4,nh3_lag5,nh3_lag6,nh3_lag7,dust_lag1,dust_lag2,dust_lag3,dust_lag4,dust_lag5,dust_lag6,dust_lag7
2025-03-28,14.492372512817383,16.504989624023438,12.141935348510742,64.02346801757812,3.2491190433502197,1.4270509481430054,200.06796264648438,3.434121608734131,0.9292292594909668,0.035455815494060516,24.51638412475586,1.6888463497161865,0.45970797538757324,0.6605924367904663,0.06688939779996872,0.2514265179634094,0.386423796415329,1.8417916297912598,4.147830009460449,1.3005006313323975,3.3735239505767822,7.592525482177734,9.558677673339844,13.607630729675293,30.19228172302246,22.286483764648438,22.401792526245117,20.289039611816406,19.739013671875,13.098067283630371,16.973751068115234,36.955467224121094,28.874767303466797,28.310115814208984,26.940946578979492,25.580299377441406,13.247150421142578,9.509950637817383,12.132086753845215,12.422094345092773,7.4468865394592285,6.4289164543151855,13.867681503295898,53.753231048583984,56.869781494140625,59.538116455078125,65.70558166503906,82.70361328125,87.38504028320312,82.13999938964844,1.6439592838287354,1.4189456701278687,1.945399284362793,4.117338180541992,4.2749762535095215,3.9886772632598877,3.456359386444092,0.9500780701637268,0.37466558814048767,1.1493279933929443,1.0213862657546997,0.4111894369125366,0.5558129549026489,2.1310489177703857,191.234130859375,196.9520263671875,247.43777465820312,265.57745361328125,250.39260864257812,237.61691284179688,272.8464050292969,4.304651260375977,4.133052349090576,4.294947624206543,2.7923717498779297,1.7397949695587158,1.8162565231323242,5.456925868988037,0.5785120725631714,0.2368360012769699,2.19069504737854,1.1150175333023071,0.7145058512687683,0.15354949235916138,0.1738792061805725
2025-03-29,18.98990821838379,22.552064895629883,8.271915435791016,63.72111129760742,2.600827932357788,0.7593944072723389,211.49188232421875,3.1446340084075928,0.9934730529785156,0.03194044530391693,17.439857482910156,1.8811315298080444,0.24635648727416992,0.8710238337516785,0.031132623553276062,0.5450120568275452,0.6890425682067871,2.0400614738464355,5.208058834075928,1.1990625858306885,5.798994541168213,8.268518447875977,14.492372512817383,9.558677673339844,13.607630729675293,30.19228172302246,22.286483764648438,22.401792526245117,20.289039611816406,16.504989624023438,13.098067283630371,16.973751068115234,36.955467224121094,28.874767303466797,28.310115814208984,26.940946578979492,12.141935348510742,13.247150421142578,9.509950637817383,12.132086753845215,12.422094345092773,7.4468865394592285,6.4289164543151855,64.02346801757812,53.753231048583984,56.869781494140625,59.538116455078125,65.70558166503906,82.70361328125,87.38504028320312,3.2491190433502197,1.6439592838287354,1.4189456701278687,1.945399284362793,4.117338180541992,4.2749762535095215,3.9886772632598877,1.4270509481430054,0.9500780701637268,0.37466558814048767,1.1493279933929443,1.0213862657546997,0.4111894369125366,0.5558129549026489,200.06796264648438,191.234130859375,196.9520263671875,247.43777465820312,265.57745361328125,250.39260864257812,237.61691284179688,3.434121608734131,4.304651260375977,4.133052349090576,4.294947624206543,2.7923717498779297,1.7397949695587158,1.8162565231323242,0.45970797538757324,0.5785120725631714,0.2368360012769699,2.19069504737854,1.1150175333023071,0.7145058512687683,0.15354949235916138
2025-03-30,6.1417717933654785,8.861900329589844,7.508033275604248,67.13106536865234,1.363701581954956,0.4978480041027069,184.06736755371094,3.0552124977111816,0.4892328381538391,0.008909781463444233,9.916168212890625,0.7514411211013794,0.04930110275745392,2.3762614727020264,0.04808550328016281,0.0421895906329155,0.0871465876698494,0.6786279678344727,1.713562250137329,0.4274556636810303,0.7431334853172302,2.882373332977295,18.98990821838379,14.492372512817383,9.558677673339844,13.607630729675293,30.19228172302246,22.286483764648438,22.401792526245117,22.552064895629883,16.504989624023438,13.098067283630371,16.973751068115234,36.955467224121094,28.874767303466797,28.310115814208984,8.271915435791016,12.141935348510742,13.247150421142578,9.509950637817383,12.132086753845215,12.422094345092773,7.4468865394592285,63.72111129760742,64.02346801757812,53.753231048583984,56.869781494140625,59.538116455078125,65.70558166503906,82.70361328125,2.600827932357788,3.2491190433502197,1.6439592838287354,1.4189456701278687,1.945399284362793,4.117338180541992,4.2749762535095215,0.7593944072723389,1.4270509481430054,0.9500780701637268,0.37466558814048767,1.1493279933929443,1.0213862657546997,0.4111894369125366,211.49188232421875,200.06796264648438,191.234130859375,196.9520263671875,247.43777465820312,265.57745361328125,250.39260864257812,3.1446340084075928,3.434121608734131,4.304651260375977,4.133052349090576,4.294947624206543,2.7923717498779297,1.7397949695587158,0.24635648727416992,0.45970797538757324,0.5785120725631714,0.2368360012769699,2.19069504737854,1.1150175333023071,0.7145058512687683
2025-03-31,6.34298038482666,8.48951530456543,5.50072717666626,65.40853881835938,1.2920809984207153,0.42270198464393616,173.2753448486328,1.7203375101089478,0.492555171251297,0.011912666261196136,11.31262493133545,0.9935779571533203,0.0450415313243866,1.6695011854171753,0.014093238860368729,0.03558209910988808,0.08000046014785767,0.7665221691131592,1.8995481729507446,0.5180627107620239,0.7333741188049316,3.243577241897583,6.1417717933654785,18.98990821838379,14.492372512817383,9.558677673339844,13.607630729675293,30.19228172302246,22.286483764648438,8.861900329589844,22.552064895629883,16.504989624023438,13.098067283630371,16.973751068115234,36.955467224121094,28.874767303466797,7.508033275604248,8.271915435791016,12.141935348510742,13.247150421142578,9.509950637817383,12.132086753845215,12.422094345092773,67.13106536865234,63.72111129760742,64.02346801757812,53.753231048583984,56.869781494140625,59.538116455078125,65.70558166503906,1.363701581954956,2.600827932357788,3.2491190433502197,1.6439592838287354,1.4189456701278687,1.945399284362793,4.117338180541992,0.4978480041027069,0.7593944072723389,1.4270509481430054,0.9500780701637268,0.37466558814048767,1.1493279933929443,1.0213862657546997,184.06736755371094,211.49188232421875,200.06796264648438,191.234130859375,196.9520263671875,247.43777465820312,265.57745361328125,3.0552124977111816,3.1446340084075928,3.434121608734131,4.304651260375977,4.133052349090576,4.294947624206543,2.7923717498779297,0.04930110275745392,0.24635648727416992,0.45970797538757324,0.5785120725631714,0.2368360012769699,2.19069504737854,1.1150175333023071
2025-04-01,5.7036919593811035,8.069305419921875,5.818767070770264,64.30818939208984,2.1512937545776367,0.6604781150817871,176.04653930664062,2.3035075664520264,0.6281746029853821,0.018578901886940002,13.108664512634277,1.2381478548049927,0.11612381041049957,1.0424634218215942,0.010367317125201225,0.04567205160856247,0.10624538362026215,0.6747344732284546,1.5990642309188843,0.5117225646972656,1.0808640718460083,2.7675929069519043,6.34298038482666,6.1417717933654785,18.98990821838379,14.492372512817383,9.558677673339844,13.607630729675293,30.19228172302246,8.48951530456543,8.861900329589844,22.552064895629883,16.504989624023438,13.098067283630371,16.973751068115234,36.955467224121094,5.50072717666626,7.508033275604248,8.271915435791016,12.141935348510742,13.247150421142578,9.509950637817383,12.132086753845215,65.40853881835938,67.13106536865234,63.72111129760742,64.02346801757812,53.753231048583984,56.869781494140625,59.538116455078125,1.2920809984207153,1.363701581954956,2.600827932357788,3.2491190433502197,1.6439592838287354,1.4189456701278687,1.945399284362793,0.42270198464393616,0.4978480041027069,0.7593944072723389,1.4270509481430054,0.9500780701637268,0.37466558814048767,1.1493279933929443,173.2753448486328,184.06736755371094,211.49188232421875,200.06796264648438,191.234130859375,196.9520263671875,247.43777465820312,1.7203375101089478,3.0552124977111816,3.1446340084075928,3.434121608734131,4.304651260375977,4.133052349090576,4.294947624206543,0.0450415313243866,0.04930110275745392,0.24635648727416992,0.45970797538757324,0.5785120725631714,0.2368360012769699,2.19069504737854
2025-04-02,10.182328224182129,13.048087120056152,6.4648919105529785,67.38220977783203,3.1583404541015625,0.7304611802101135,183.5223388671875,2.374964952468872,0.7398720979690552,0.022433755919337273,14.375025749206543,1.431963562965393,0.4984598159790039,0.7135367393493652,0.0729241892695427,0.16434118151664734,0.25710317492485046,1.0302385091781616,1.6697911024093628,1.2913572788238525,2.027981758117676,4.416145324707031,5.7036919593811035,6.34298038482666,6.1417717933654785,18.98990821838379,14.492372512817383,9.558677673339844,13.607630729675293,8.069305419921875,8.48951530456543,8.861900329589844,22.552064895629883,16.504989624023438,13.098067283630371,16.973751068115234,5.818767070770264,5.50072717666626,7.508033275604248,8.271915435791016,12.141935348510742,13.247150421142578,9.509950637817383,64.30818939208984,65.40853881835938,67.13106536865234,63.72111129760742,64.02346801757812,53.753231048583984,56.869781494140625,2.1512937545776367,1.2920809984207153,1.363701581954956,2.600827932357788,3.2491190433502197,1.6439592838287354,1.4189456701278687,0.6604781150817871,0.42270198464393616,0.4978480041027069,0.7593944072723389,1.4270509481430054,0.9500780701637268,0.37466558814048767,176.04653930664062,173.2753448486328,184.06736755371094,211.49188232421875,200.06796264648438,191.234130859375,196.9520263671875,2.3035075664520264,1.7203375101089478,3.0552124977111816,3.1446340084075928,3.434121608734131,4.304651260375977,4.133052349090576,0.11612381041049957,0.0450415313243866,0.04930110275745392,0.24635648727416992,0.45970797538757324,0.5785120725631714,0.2368360012769699
2025-04-03,6.030499458312988,10.193537712097168,8.40992259979248,66.87940216064453,3.472989797592163,1.1242773532867432,185.1038818359375,3.617427349090576,0.8856316804885864,0.030055798590183258,18.60561180114746,1.1381471157073975,0.13292832672595978,0.6691343784332275,0.022044900804758072,0.17400114238262177,0.26851582527160645,0.5769869089126587,1.019856572151184,0.6351081728935242,2.2272958755493164,2.385395050048828,10.182328224182129,5.7036919593811035,6.34298038482666,6.1417717933654785,18.98990821838379,14.492372512817383,9.558677673339844,13.048087120056152,8.069305419921875,8.48951530456543,8.861900329589844,22.552064895629883,16.504989624023438,13.098067283630371,6.4648919105529785,5.818767070770264,5.50072717666626,7.508033275604248,8.271915435791016,12.141935348510742,13.247150421142578,67.38220977783203,64.30818939208984,65.40853881835938,67.13106536865234,63.72111129760742,64.02346801757812,53.753231048583984,3.1583404541015625,2.1512937545776367,1.2920809984207153,1.363701581954956,2.600827932357788,3.2491190433502197,1.6439592838287354,0.7304611802101135,0.6604781150817871,0.42270198464393616,0.4978480041027069,0.7593944072723389,1.4270509481430054,0.9500780701637268,183.5223388671875,176.04653930664062,173.2753448486328,184.06736755371094,211.49188232421875,200.06796264648438,191.234130859375,2.374964952468872,2.3035075664520264,1.7203375101089478,3.0552124977111816,3.1446340084075928,3.434121608734131,4.304651260375977,0.4984598159790039,0.11612381041049957,0.0450415313243866,0.04930110275745392,0.24635648727416992,0.45970797538757324,0.5785120725631714
2025-04-04,8.50178050994873,11.758503913879395,9.555912017822266,64.8525161743164,3.3819615840911865,1.7032002210617065,192.95445251464844,4.655879020690918,1.154278039932251,0.05468796566128731,25.483243942260742,1.593245029449463,0.2318538874387741,0.4685826599597931,0.06269095838069916,0.17849387228488922,0.26210179924964905,1.0271470546722412,2.2452478408813477,0.7903749346733093,3.0179245471954346,4.476325035095215,6.030499458312988,10.182328224182129,5.7036919593811035,6.34298038482666,6.1417717933654785,18.98990821838379,14.492372512817383,10.193537712097168,13.048087120056152,8.069305419921875,8.48951530456543,8.861900329589844,22.552064895629883,16.504989624023438,8.40992259979248,6.4648919105529785,5.818767070770264,5.50072717666626,7.508033275604248,8.271915435791016,12.141935348510742,66.87940216064453,67.38220977783203,64.30818939208984,65.40853881835938,67.13106536865234,63.72111129760742,64.02346801757812,3.472989797592163,3.1583404541015625,2.1512937545776367,1.2920809984207153,1.363701581954956,2.600827932357788,3.2491190433502197,1.1242773532867432,0.7304611802101135,0.6604781150817871,0.42270198464393616,0.4978480041027069,0.7593944072723389,1.4270509481430054,185.1038818359375,183.5223388671875,176.04653930664062,173.2753448486328,184.06736755371094,211.49188232421875,200.06796264648438,3.617427349090576,2.374964952468872,2.3035075664520264,1.7203375101089478,3.0552124977111816,3.1446340084075928,3.434121608734131,0.13292832672595978,0.4984598159790039,0.11612381041049957,0.0450415313243866,0.04930110275745392,0.24635648727416992,0.45970797538757324
2025-04-05,5.451971054077148,8.067219734191895,3.8337721824645996,78.62208557128906,2.6605982780456543,0.26342254877090454,172.754150390625,1.9414770603179932,0.44792503118515015,0.008117753081023693,7.273623466491699,0.9418482780456543,0.30298304557800293,1.4078404903411865,0.2867763638496399,0.05439780279994011,0.1017419844865799,0.6196057796478271,1.0607843399047852,0.7341639399528503,1.1141791343688965,2.6786506175994873,8.50178050994873,6.030499458312988,10.182328224182129,5.7036919593811035,6.34298038482666,6.1417717933654785,18.98990821838379,11.758503913879395,10.193537712097168,13.048087120056152,8.069305419921875,8.48951530456543,8.861900329589844,22.552064895629883,9.555912017822266,8.40992259979248,6.4648919105529785,5.818767070770264,5.50072717666626,7.508033275604248,8.271915435791016,64.8525161743164,66.87940216064453,67.38220977783203,64.30818939208984,65.40853881835938,67.13106536865234,63.72111129760742,3.3819615840911865,3.472989797592163,3.1583404541015625,2.1512937545776367,1.2920809984207153,1.363701581954956,2.600827932357788,1.7032002210617065,1.1242773532867432,0.7304611802101135,0.6604781150817871,0.42270198464393616,0.4978480041027069,0.7593944072723389,192.95445251464844,185.1038818359375,183.5223388671875,176.04653930664062,173.2753448486328,184.06736755371094,211.49188232421875,4.655879020690918,3.617427349090576,2.374964952468872,2.3035075664520264,1.7203375101089478,3.0552124977111816,3.1446340084075928,0.2318538874387741,0.13292832672595978,0.4984598159790039,0.11612381041049957,0.0450415313243866,0.04930110275745392,0.24635648727416992
2025-04-06,2.7698168754577637,4.802948951721191,3.6066906452178955,86.44930267333984,1.5360301733016968,0.14647021889686584,176.3402099609375,2.022169828414917,0.3391171991825104,0.005268767010420561,6.5249810218811035,0.8012658953666687,0.4626880884170532,1.3875417709350586,0.25908488035202026,0.021380040794610977,0.053184572607278824,0.2956051230430603,0.30227604508399963,0.5262368321418762,0.4748011529445648,1.3238691091537476,5.451971054077148,8.50178050994873,6.030499458312988,10.182328224182129,5.7036919593811035,6.34298038482666,6.1417717933654785,8.067219734191895,11.758503913879395,10.193537712097168,13.048087120056152,8.069305419921875,8.48951530456543,8.861900329589844,3.8337721824645996,9.555912017822266,8.40992259979248,6.4648919105529785,5.818767070770264,5.50072717666626,7.508033275604248,78.62208557128906,64.8525161743164,66.87940216064453,67.38220977783203,64.30818939208984,65.40853881835938,67.13106536865234,2.6605982780456543,3.3819615840911865,3.472989797592163,3.1583404541015625,2.1512937545776367,1.2920809984207153,1.363701581954956,0.26342254877090454,1.7032002210617065,1.1242773532867432,0.7304611802101135,0.6604781150817871,0.42270198464393616,0.4978480041027069,172.754150390625,192.95445251464844,185.1038818359375,183.5223388671875,176.04653930664062,173.2753448486328,184.06736755371094,1.9414770603179932,4.655879020690918,3.617427349090576,2.374964952468872,2.3035075664520264,1.7203375101089478,3.0552124977111816,0.30298304557800293,0.2318538874387741,0.13292832672595978,0.4984598159790039,0.11612381041049957,0.0450415313243866,0.04930110275745392
