date,district,code_02_allergy_insect,code_06_breathing,code_09_cardiac_arrest,code_10_chest_pain,code_12_seizure,code_13_blood_sugar,code_17_falls,code_18_headache,code_19_heart_problems,code_20_heat_cold_exposure,code_28_stroke_tia,code_31_loss_of_consciousness,day_of_week,is_weekend,month,day_of_year,year,week_of_year,is_public_holiday,covid_flag,doy_sin,doy_cos
2018-01-03,Friedrichshain-Kreuzberg,0.6666666666666666,5.0,1.3333333333333333,3.3333333333333335,3.0,0.8333333333333334,8.166666666666666,0.5,2.6666666666666665,0.0,1.6666666666666667,6.666666666666667,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Lichtenberg,0.3333333333333333,8.666666666666666,0.6666666666666666,5.5,1.3333333333333333,1.3333333333333333,8.666666666666666,0.0,4.5,0.0,1.8333333333333333,5.333333333333333,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Marzahn-Hellersdorf,0.8333333333333334,7.166666666666667,0.5,5.166666666666667,1.1666666666666667,1.6666666666666667,7.666666666666667,0.8333333333333334,3.1666666666666665,0.16666666666666666,1.6666666666666667,3.3333333333333335,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Mitte,0.16666666666666666,8.833333333333334,0.8333333333333334,5.666666666666667,3.3333333333333335,1.1666666666666667,11.0,1.1666666666666667,4.666666666666667,0.0,2.6666666666666665,10.5,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Neukölln,0.16666666666666666,9.666666666666666,1.3333333333333333,5.666666666666667,2.0,1.1666666666666667,11.0,0.5,4.166666666666667,0.0,2.0,6.333333333333333,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Pankow,0.8333333333333334,8.0,0.5,4.166666666666667,2.5,1.0,9.833333333333334,0.3333333333333333,4.666666666666667,0.0,4.0,7.666666666666667,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Reinickendorf,0.3333333333333333,8.833333333333334,2.0,4.5,2.0,0.8333333333333334,7.833333333333333,0.0,2.8333333333333335,0.0,3.3333333333333335,4.0,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Spandau,0.6666666666666666,8.166666666666666,1.1666666666666667,4.833333333333333,0.6666666666666666,0.8333333333333334,8.5,0.3333333333333333,2.0,0.0,1.6666666666666667,5.0,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Steglitz-Zehlendorf,0.3333333333333333,8.833333333333334,0.6666666666666666,3.6666666666666665,1.3333333333333333,0.5,10.5,0.5,3.0,0.0,2.0,4.333333333333333,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Tempelhof-Schöneberg,0.16666666666666666,7.666666666666667,1.6666666666666667,5.833333333333333,2.6666666666666665,0.6666666666666666,12.166666666666666,0.3333333333333333,3.6666666666666665,0.0,1.8333333333333333,5.5,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-03,Treptow-Köpenick,0.5,6.333333333333333,1.3333333333333333,5.166666666666667,1.6666666666666667,1.0,8.333333333333334,0.16666666666666666,2.6666666666666665,0.0,1.1666666666666667,5.333333333333333,2,False,1,3,2018,1,0,0,0.0515843668694083,0.9986686402879996
2018-01-04,Charlottenburg-Wilmersdorf,0.5714285714285714,7.0,0.7142857142857143,5.857142857142857,1.2857142857142858,0.8571428571428571,9.857142857142858,0.42857142857142855,2.857142857142857,0.0,2.0,7.285714285714286,3,False,1,4,2018,1,0,0,0.0687554084811394,0.9976335468520452
2018-01-04,Friedrichshain-Kreuzberg,0.5714285714285714,4.714285714285714,1.4285714285714286,3.4285714285714284,2.5714285714285716,0.8571428571428571,7.714285714285714,0.42857142857142855,2.5714285714285716,0.0,1.8571428571428572,6.428571428571429,3,False,1,4,2018,1,0,0,0.0687554084811394,0.9976335468520452
2018-01-04,Lichtenberg,0.2857142857142857,8.857142857142858,0.5714285714285714,5.571428571428571,1.4285714285714286,1.1428571428571428,8.428571428571429,0.0,4.285714285714286,0.0,1.7142857142857142,4.857142857142857,3,False,1,4,2018,1,0,0,0.0687554084811394,0.9976335468520452
