date,district,code_02_allergy_insect,code_06_breathing,code_09_cardiac_arrest,code_10_chest_pain,code_12_seizure,code_13_blood_sugar,code_17_falls,code_18_headache,code_19_heart_problems,code_20_heat_cold_exposure,code_28_stroke_tia,code_31_loss_of_consciousness,day_of_week,is_weekend,month,day_of_year,year,week_of_year,is_public_holiday,covid_flag,doy_sin,doy_cos
2018-01-02,Lichtenberg,0.0,9.0,1.0,7.0,1.0,1.0,8.0,0.0,3.0,0.0,2.0,3.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Marzahn-Hellersdorf,1.0,13.0,1.0,4.0,0.0,0.0,9.0,0.0,3.0,0.0,2.0,3.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Mitte,0.0,10.0,0.0,7.0,0.0,1.0,13.0,3.0,4.0,0.0,2.0,5.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Neukölln,0.0,8.0,2.0,11.0,3.0,1.0,11.0,0.0,3.0,0.0,3.0,7.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Pankow,1.0,7.0,0.0,3.0,3.0,0.0,6.0,1.0,2.0,0.0,3.0,5.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Reinickendorf,0.0,9.0,5.0,3.0,1.0,0.0,6.0,0.0,5.0,0.0,5.0,4.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Spandau,0.0,7.0,1.0,6.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,4.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Steglitz-Zehlendorf,0.0,16.0,0.0,5.0,2.0,0.0,11.0,1.0,0.0,0.0,1.0,7.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Tempelhof-Schöneberg,0.0,6.0,1.0,6.0,3.0,0.0,13.0,0.0,2.0,0.0,1.0,5.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-02,Treptow-Köpenick,2.0,8.0,2.0,9.0,3.0,1.0,7.0,0.0,3.0,0.0,0.0,5.0,1,False,1,2,2018,1,0,0,0.03439806061360801,0.9994082116062598
2018-01-03,Charlottenburg-Wilmersdorf,0.0,8.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Friedrichshain-Kreuzberg,0.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,0.0,4.0,6.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Lichtenberg,0.0,15.0,0.0,7.0,4.0,3.0,8.0,0.0,3.0,0.0,2.0,8.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Marzahn-Hellersdorf,0.0,6.0,0.0,3.0,1.0,2.0,11.0,2.0,1.0,0.0,3.0,3.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Mitte,0.0,8.0,1.0,6.0,5.0,0.0,9.0,2.0,6.0,0.0,1.0,12.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Neukölln,0.0,13.0,0.0,6.0,1.0,2.0,10.0,0.0,9.0,0.0,2.0,5.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Pankow,1.0,7.0,0.0,4.0,1.0,1.0,10.0,1.0,7.0,0.0,3.0,10.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Reinickendorf,0.0,10.0,2.0,5.0,4.0,2.0,7.0,0.0,1.0,0.0,1.0,6.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Spandau,0.0,9.0,0.0,6.0,1.0,0.0,7.0,0.0,3.0,0.0,1.0,9.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Steglitz-Zehlendorf,0.0,5.0,1.0,3.0,1.0,1.0,9.0,0.0,4.0,0.0,0.0,5.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Tempelhof-Schöneberg,1.0,11.0,4.0,5.0,4.0,0.0,11.0,0.0,6.0,0.0,3.0,4.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-03,Treptow-Köpenick,1.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,9.0,2,False,1,3,2018,1,0,0,0.051584366869408364,0.9986686402879997
2018-01-04,Charlottenburg-Wilmersdorf,2.0,9.0,1.0,8.0,0.0,0.0,11.0,1.0,2.0,0.0,2.0,6.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Friedrichshain-Kreuzberg,0.0,3.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,0.0,0.0,3.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Lichtenberg,0.0,11.0,1.0,3.0,1.0,0.0,12.0,0.0,4.0,0.0,1.0,2.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Marzahn-Hellersdorf,0.0,8.0,1.0,7.0,0.0,3.0,8.0,1.0,4.0,1.0,0.0,6.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Mitte,0.0,11.0,1.0,3.0,4.0,1.0,6.0,0.0,6.0,0.0,4.0,9.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Neukölln,0.0,9.0,0.0,5.0,2.0,1.0,6.0,0.0,2.0,0.0,1.0,5.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Pankow,1.0,13.0,1.0,6.0,3.0,1.0,9.0,0.0,1.0,0.0,2.0,5.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Reinickendorf,1.0,10.0,0.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,4.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Spandau,1.0,5.0,3.0,5.0,1.0,1.0,11.0,0.0,4.0,0.0,3.0,2.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Steglitz-Zehlendorf,0.0,7.0,1.0,4.0,0.0,1.0,12.0,2.0,3.0,0.0,2.0,4.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Tempelhof-Schöneberg,0.0,1.0,2.0,8.0,3.0,1.0,6.0,0.0,4.0,0.0,4.0,5.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-04,Treptow-Köpenick,0.0,4.0,1.0,3.0,1.0,2.0,9.0,0.0,3.0,0.0,2.0,1.0,3,False,1,4,2018,1,0,0,0.06875540848113941,0.9976335468520451
2018-01-05,Charlottenburg-Wilmersdorf,0.0,7.0,1.0,8.0,0.0,1.0,8.0,0.0,3.0,0.0,2.0,4.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Friedrichshain-Kreuzberg,1.0,4.0,2.0,2.0,3.0,0.0,6.0,0.0,3.0,0.0,4.0,7.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Lichtenberg,0.0,5.0,1.0,5.0,1.0,2.0,6.0,0.0,9.0,0.0,3.0,7.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Marzahn-Hellersdorf,3.0,4.0,0.0,6.0,4.0,1.0,5.0,0.0,4.0,0.0,1.0,2.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Mitte,0.0,6.0,1.0,7.0,4.0,0.0,11.0,1.0,5.0,0.0,5.0,14.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Neukölln,0.0,9.0,2.0,5.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,8.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Pankow,1.0,3.0,1.0,7.0,1.0,2.0,9.0,0.0,8.0,0.0,5.0,8.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Reinickendorf,1.0,6.0,3.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,6.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Spandau,0.0,14.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,4.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Steglitz-Zehlendorf,0.0,5.0,1.0,4.0,3.0,1.0,12.0,0.0,5.0,0.0,2.0,1.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Tempelhof-Schöneberg,0.0,9.0,2.0,4.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,6.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-05,Treptow-Köpenick,0.0,10.0,1.0,4.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,3.0,4,False,1,5,2018,1,0,0,0.08590610426133272,0.9963032375991965
2018-01-06,Charlottenburg-Wilmersdorf,1.0,6.0,0.0,5.0,1.0,2.0,16.0,0.0,3.0,0.0,3.0,7.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Friedrichshain-Kreuzberg,1.0,4.0,2.0,7.0,2.0,1.0,8.0,0.0,2.0,0.0,1.0,3.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Lichtenberg,1.0,4.0,1.0,8.0,0.0,0.0,8.0,0.0,4.0,0.0,3.0,5.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Marzahn-Hellersdorf,0.0,6.0,1.0,6.0,2.0,2.0,5.0,1.0,2.0,0.0,2.0,4.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Mitte,0.0,7.0,1.0,4.0,4.0,2.0,9.0,0.0,3.0,0.0,1.0,4.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Neukölln,0.0,7.0,2.0,3.0,3.0,1.0,12.0,1.0,5.0,0.0,2.0,8.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Pankow,0.0,10.0,0.0,3.0,4.0,0.0,15.0,0.0,4.0,0.0,5.0,7.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Reinickendorf,0.0,8.0,0.0,8.0,1.0,1.0,11.0,0.0,5.0,0.0,5.0,1.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Spandau,2.0,5.0,0.0,4.0,0.0,0.0,9.0,1.0,3.0,0.0,1.0,4.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Steglitz-Zehlendorf,1.0,8.0,1.0,4.0,1.0,0.0,7.0,0.0,2.0,0.0,3.0,1.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Tempelhof-Schöneberg,0.0,8.0,0.0,7.0,2.0,1.0,11.0,2.0,4.0,0.0,1.0,4.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-06,Treptow-Köpenick,0.0,6.0,1.0,2.0,2.0,2.0,8.0,1.0,1.0,0.0,1.0,2.0,5,True,1,6,2018,1,0,0,0.10303137904317879,0.9946781061893646
2018-01-07,Charlottenburg-Wilmersdorf,1.0,5.0,1.0,7.0,3.0,1.0,5.0,0.0,4.0,0.0,3.0,5.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Friedrichshain-Kreuzberg,0.0,3.0,2.0,4.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,5.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Lichtenberg,0.0,10.0,0.0,6.0,2.0,0.0,7.0,0.0,3.0,0.0,1.0,2.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Marzahn-Hellersdorf,1.0,6.0,0.0,3.0,1.0,1.0,11.0,0.0,2.0,0.0,2.0,4.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Mitte,1.0,7.0,0.0,11.0,2.0,0.0,11.0,0.0,4.0,0.0,3.0,6.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Neukölln,0.0,12.0,1.0,8.0,2.0,1.0,12.0,0.0,3.0,0.0,1.0,3.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Pankow,0.0,5.0,2.0,7.0,3.0,0.0,10.0,1.0,6.0,0.0,4.0,6.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Reinickendorf,0.0,8.0,2.0,2.0,0.0,0.0,9.0,0.0,3.0,0.0,6.0,5.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Spandau,2.0,7.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,11.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Steglitz-Zehlendorf,0.0,5.0,2.0,7.0,1.0,2.0,8.0,0.0,4.0,0.0,1.0,4.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Tempelhof-Schöneberg,1.0,9.0,1.0,6.0,2.0,0.0,12.0,1.0,1.0,0.0,4.0,3.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-07,Treptow-Köpenick,0.0,12.0,1.0,6.0,0.0,0.0,15.0,0.0,4.0,0.0,2.0,4.0,6,True,1,7,2018,1,0,0,0.1201261651823505,0.9927586335250793
2018-01-08,Charlottenburg-Wilmersdorf,1.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,11.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Friedrichshain-Kreuzberg,0.0,3.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,5.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Lichtenberg,0.0,5.0,1.0,4.0,3.0,2.0,8.0,0.0,6.0,0.0,2.0,11.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Marzahn-Hellersdorf,0.0,7.0,1.0,1.0,0.0,1.0,9.0,0.0,5.0,0.0,2.0,2.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Mitte,0.0,10.0,1.0,8.0,6.0,2.0,15.0,3.0,3.0,1.0,1.0,12.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Neukölln,0.0,13.0,1.0,5.0,1.0,2.0,11.0,0.0,5.0,0.0,3.0,10.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Pankow,0.0,7.0,1.0,3.0,2.0,1.0,9.0,0.0,5.0,0.0,4.0,9.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Reinickendorf,0.0,4.0,1.0,3.0,1.0,1.0,13.0,1.0,4.0,0.0,5.0,7.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Spandau,2.0,7.0,0.0,2.0,3.0,2.0,16.0,1.0,5.0,0.0,4.0,9.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Steglitz-Zehlendorf,3.0,8.0,0.0,2.0,3.0,0.0,10.0,0.0,6.0,0.0,2.0,7.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Tempelhof-Schöneberg,0.0,10.0,0.0,5.0,0.0,4.0,10.0,1.0,3.0,0.0,4.0,2.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-08,Treptow-Köpenick,0.0,1.0,1.0,3.0,1.0,0.0,10.0,1.0,1.0,0.0,3.0,3.0,0,False,1,8,2018,2,0,0,0.13718540405660057,0.9905453876091833
2018-01-09,Charlottenburg-Wilmersdorf,0.0,6.0,1.0,9.0,0.0,1.0,8.0,0.0,4.0,1.0,3.0,4.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Friedrichshain-Kreuzberg,1.0,5.0,0.0,3.0,3.0,0.0,8.0,0.0,5.0,0.0,0.0,6.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Lichtenberg,0.0,8.0,0.0,6.0,1.0,0.0,11.0,1.0,3.0,0.0,1.0,6.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Marzahn-Hellersdorf,0.0,2.0,0.0,3.0,2.0,1.0,15.0,0.0,1.0,0.0,2.0,5.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Mitte,0.0,11.0,2.0,7.0,4.0,0.0,9.0,2.0,3.0,0.0,2.0,12.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Neukölln,1.0,7.0,2.0,3.0,1.0,0.0,8.0,1.0,2.0,0.0,4.0,6.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Pankow,0.0,7.0,2.0,5.0,1.0,2.0,15.0,1.0,3.0,0.0,5.0,6.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Reinickendorf,1.0,5.0,2.0,2.0,2.0,1.0,9.0,0.0,1.0,0.0,2.0,3.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Spandau,1.0,4.0,2.0,3.0,2.0,0.0,7.0,0.0,4.0,0.0,0.0,10.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
2018-01-09,Steglitz-Zehlendorf,2.0,8.0,0.0,4.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,1,False,1,9,2018,2,0,0,0.1542040475626894,0.988039023376751
